"Institute","WebsiteCountry","SuggestedCountry_Copilot","Status","InstituteKey","WebsiteCountryCount","SuggestedCountryCount"
"University of Salford","United Kingdom","United Kingdom","Match","university of salford","1","1"
"University of San Diego","United States of America","United States of America","Match","university of san diego","1","1"
"University of San Francisco","United States of America","United States of America","Match","university of san francisco","1","1"
"University of Santo Tomas","Philippines","Philippines","Match","university of santo tomas","1","1"
"University of Sarajevo","United States of America","United States of America","Match","university of sarajevo","1","1"
"University of Saskatchewan","Canada","Canada","Match","university of saskatchewan","1","1"
"University of Sassari","United States of America","United States of America","Match","university of sassari","1","1"
"University of Science & Technology Daejeon","United States of America","United States of America","Match","university of science and technology daejeon","1","1"
"University of Science and Technology Beijing","China","China","Match","university of science and technology beijing","1","1"
"University of Science and Technology of China","China","China","Match","university of science and technology of china","1","1"
"University of Scranton","United States of America","United States of America","Match","university of scranton","1","1"
"University of Seoul","South Korea","South Korea","Match","university of seoul","1","1"
"University of Setif 1 Ferhat Abbas","United States of America","United States of America","Match","university of setif 1 ferhat abbas","1","1"
"University of Shanghai for Science & Technology","China","China","Match","university of shanghai for science and technology","1","1"
"University of Sharjah","United Arab Emirates","United Arab Emirates","Match","university of sharjah","1","1"
"University of Sheffield","United Kingdom","United Kingdom","Match","university of sheffield","1","1"
"University of Sherbrooke","Canada","Canada","Match","university of sherbrooke","1","1"
"University of Shizuoka","United States of America","United States of America","Match","university of shizuoka","1","1"
"University of Siegen","Germany","Germany","Match","university of siegen","1","1"
"University of Siena","Italy","Italy","Match","university of siena","1","1"
"University of Silesia in Katowice","United States of America","United States of America","Match","university of silesia in katowice","1","1"
"University of Sindh","United States of America","United States of America","Match","university of sindh","1","1"
"University of Sistan and Baluchestan","United States of America","United States of America","Match","university of sistan and baluchestan","1","1"
"University of Skovde","United States of America","United States of America","Match","university of skovde","1","1"
"University of Social Welfare and Rehabilitation Sciences Tehran","United States of America","United States of America","Match","university of social welfare and rehabilitation sciences tehran","1","1"
"University of South Africa","South Africa","South Africa","Match","university of south africa","1","1"
"University of South Alabama","United States of America","United States of America","Match","university of south alabama","1","1"
"University of South Australia","United States of America","United States of America","Match","university of south australia","1","1"
"University of South Bohemia in Ceske Budejovice","United States of America","United States of America","Match","university of south bohemia in ceske budejovice","1","1"
"University of South China (Nanhua University)","United States of America","United States of America","Match","university of south china nanhua university","1","1"
"University of South Dakota","United States of America","United States of America","Match","university of south dakota","1","1"
"University of South Eastern Norway","United States of America","United States of America","Match","university of south eastern norway","1","1"
"University of South Florida","United States of America","United States of America","Match","university of south florida","1","1"
"University of South Wales (Glamorgan & Wales Newport)","United States of America","United States of America","Match","university of south wales glamorgan and wales newport","1","1"
"University of Southampton","United Kingdom","United Kingdom","Match","university of southampton","1","1"
"University of Southern California","United States of America","United States of America","Match","university of southern california","1","1"
"University of Southern Denmark","Denmark","Denmark","Match","university of southern denmark","1","1"
"University of Southern Mississippi","United States of America","United States of America","Match","university of southern mississippi","1","1"
"University of Southern Queensland","Australia","Australia","Match","university of southern queensland","1","1"
"University of Split","United States of America","United States of America","Match","university of split","1","1"
"University of Sri Jayewardenepura","United States of America","United States of America","Match","university of sri jayewardenepura","1","1"
"University of St Andrews","United Kingdom","United Kingdom","Match","university of st andrews","1","1"
"University of St. Gallen","Switzerland","Switzerland","Match","university of st gallen","1","1"
"University of Stavanger","Norway","Norway","Match","university of stavanger","1","1"
"University of Stirling","United Kingdom","United Kingdom","Match","university of stirling","1","1"
"University of Strasbourg","France","France","Match","university of strasbourg","1","1"
"University of Strathclyde","United Kingdom","United Kingdom","Match","university of strathclyde","1","1"
"University of Stuttgart","Germany","Germany","Match","university of stuttgart","1","1"
"University of Suffolk","United States of America","United States of America","Match","university of suffolk","1","1"
"University of Sunderland","United States of America","United States of America","Match","university of sunderland","1","1"
"University of Surrey","United Kingdom","United Kingdom","Match","university of surrey","1","1"
"University of Sussex","United Kingdom","United Kingdom","Match","university of sussex","1","1"
"University of Sydney","Australia","Australia","Match","university of sydney","1","1"
"University of Szeged","Hungary","Hungary","Match","university of szeged","1","1"
"University of Tabriz","Iran","Iran","Match","university of tabriz","1","1"
"University of Tampa","United States of America","United States of America","Match","university of tampa","1","1"
"University of Tartu","Estonia","Estonia","Match","university of tartu","1","1"
"University of Tasmania","Australia","Australia","Match","university of tasmania","1","1"
"University of Tebessa Larbi Tebessi","United States of America","United States of America","Match","university of tebessa larbi tebessi","1","1"
"University of Technologie de Belfort Montbeliard (comUE University Bourgogne Franche Comte)","United States of America","United States of America","Match","university of technologie de belfort montbeliard comue university bourgogne franche comte","1","1"
"University of Technologie de Compiegne (comUE Sorbonne Universites)","United States of America","United States of America","Match","university of technologie de compiegne comue sorbonne universites","1","1"
"University of Technologie de Troyes (comUE University of Champagne)","United States of America","United States of America","Match","university of technologie de troyes comue university of champagne","1","1"
"University of Technology Iraq","United States of America","United States of America","Match","university of technology iraq","1","1"
"University of Technology Sydney","Australia","Australia","Match","university of technology sydney","1","1"
"University of Tehran","Iran","Iran","Match","university of tehran","1","1"
"University of Tennessee Chattanooga","United States of America","United States of America","Match","university of tennessee chattanooga","1","1"
"University of Tennessee Health Science Center Memphis","United States of America","United States of America","Match","university of tennessee health science center memphis","1","1"
"University of Tennessee, Knoxville","United States of America","United States of America","Match","university of tennessee knoxville","1","1"
"University of Teramo","United States of America","United States of America","Match","university of teramo","1","1"
"University of Texas Arlington","United States of America","United States of America","Match","university of texas arlington","1","1"
"University of Texas at Arlington","United States of America","United States of America","Match","university of texas at arlington","1","1"
"University of Texas at Austin","United States of America","United States of America","Match","university of texas at austin","1","1"
"University of Texas at Dallas","United States of America","United States of America","Match","university of texas at dallas","1","1"
"University of Texas at El Paso","United States of America","United States of America","Match","university of texas at el paso","1","1"
"University of Texas at San Antonio","United States of America","United States of America","Match","university of texas at san antonio","1","1"
"University of Texas Dallas","United States of America","United States of America","Match","university of texas dallas","1","1"
"University of Texas El Paso","United States of America","United States of America","Match","university of texas el paso","1","1"
"University of Texas Health Science Center at Houston","United States of America","United States of America","Match","university of texas health science center at houston","1","1"
"University of Texas Health Science Center at San Antonio","United States of America","United States of America","Match","university of texas health science center at san antonio","1","1"
"University of Texas MD Anderson Cancer Center","United States of America","United States of America","Match","university of texas md anderson cancer center","1","1"
"University of Texas Medical Branch at Galveston","United States of America","United States of America","Match","university of texas medical branch at galveston","1","1"
"University of Texas Medical Branch Galveston","United States of America","United States of America","Match","university of texas medical branch galveston","1","1"
"University of Texas Rio Grande Valley","United States of America","United States of America","Match","university of texas rio grande valley","1","1"
"University of Texas San Antonio","United States of America","United States of America","Match","university of texas san antonio","1","1"
"University of Texas Southwestern Medical Center at Dallas","United States of America","United States of America","Match","university of texas southwestern medical center at dallas","1","1"
"University of Texas Tyler","United States of America","United States of America","Match","university of texas tyler","1","1"
"University of the Aegean","United States of America","United States of America","Match","university of the aegean","1","1"
"University of the Arts London","United Kingdom","United Kingdom","Match","university of the arts london","1","1"
"University of the Free State","United States of America","United States of America","Match","university of the free state","1","1"
"University of the Highlands and Islands","United States of America","United States of America","Match","university of the highlands and islands","1","1"
"University of the Incarnate Word","United States of America","United States of America","Match","university of the incarnate word","1","1"
"University of the Pacific","United States of America","United States of America","Match","university of the pacific","1","1"
"University of the Philippines","Philippines","Philippines","Match","university of the philippines","1","1"
"University of the Philippines Diliman","United States of America","United States of America","Match","university of the philippines diliman","1","1"
"University of the Potomac","United States of America","United States of America","Match","university of the potomac","1","1"
"University of the Punjab","Pakistan","Pakistan","Match","university of the punjab","1","1"
"University of the Sciences","United States of America","United States of America","Match","university of the sciences","1","1"
"University of the South Pacific","United States of America","United States of America","Match","university of the south pacific","1","1"
"University of the Sunshine Coast","United States of America","United States of America","Match","university of the sunshine coast","1","1"
"University of the West Indies at St Augustine","United States of America","United States of America","Match","university of the west indies at st augustine","1","1"
"University of the West of England","United States of America","United States of America","Match","university of the west of england","1","1"
"University of the West of England (UWE Bristol)","United Kingdom","United Kingdom","Match","university of the west of england uwe bristol","1","1"
"University of the West of Scotland (University of Paisley)","United States of America","United States of America","Match","university of the west of scotland university of paisley","1","1"
"University of the Western Cape","South Africa","South Africa","Match","university of the western cape","1","1"
"University of Thessaly","United States of America","United States of America","Match","university of thessaly","1","1"
"University of Tlemcen Abou Bekr Belkaid","United States of America","United States of America","Match","university of tlemcen abou bekr belkaid","1","1"
"University of Tokushima","United States of America","United States of America","Match","university of tokushima","1","1"
"University of Tokyo","Japan","Japan","Match","university of tokyo","1","1"
"University of Toledo","United States of America","United States of America","Match","university of toledo","1","1"
"University of Torino","United States of America","United States of America","Match","university of torino","1","1"
"University of Toronto","Canada","Canada","Match","university of toronto","1","1"
"University of Toulon","United States of America","United States of America","Match","university of toulon","1","1"
"University of Toulouse 2","United States of America","United States of America","Match","university of toulouse 2","1","1"
"University of Toulouse 3","United States of America","United States of America","Match","university of toulouse 3","1","1"
"University of Toulouse I","United States of America","United States of America","Match","university of toulouse i","1","1"
"University of Tours","United States of America","United States of America","Match","university of tours","1","1"
"University of Toyama","United States of America","United States of America","Match","university of toyama","1","1"
"University of Trento","Italy","Italy","Match","university of trento","1","1"
"University of Trier","Germany","Germany","Match","university of trier","1","1"
"University of Trieste","Italy","Italy","Match","university of trieste","1","1"
"University of Tsukuba","Japan","Japan","Match","university of tsukuba","1","1"
"University of Tubingen","Germany","Germany","Match","university of tubingen","1","1"
"University of Tulsa","United States of America","United States of America","Match","university of tulsa","1","1"
"University of Tunis El Manar","Tunisia","Tunisia","Match","university of tunis el manar","1","1"
"University of Turin","Italy","Italy","Match","university of turin","1","1"
"University of Turku","Finland","Finland","Match","university of turku","1","1"
"University of Tuscia","Italy","Italy","Match","university of tuscia","1","1"
"University of Twente","Netherlands","Netherlands","Match","university of twente","1","1"
"University of Udine","United States of America","United States of America","Match","university of udine","1","1"
"University of Ulsan","South Korea","South Korea","Match","university of ulsan","1","1"
"University of Ulster","United Kingdom","United Kingdom","Match","university of ulster","1","1"
"University of Urbino Carlo Bo","United States of America","United States of America","Match","university of urbino carlo bo","1","1"
"University of Utah","United States of America","United States of America","Match","university of utah","1","1"
"University of Vaasa","United States of America","United States of America","Match","university of vaasa","1","1"
"University of Valencia","Spain","Spain","Match","university of valencia","1","1"
"University of Vermont","United States of America","United States of America","Match","university of vermont","1","1"
"University of Verona","United States of America","United States of America","Match","university of verona","1","1"
"University of Versailles","United States of America","United States of America","Match","university of versailles","1","1"
"University of Veterinary and Animal Sciences Lahore","United States of America","United States of America","Match","university of veterinary and animal sciences lahore","1","1"
"University of Victoria","Canada","Canada","Match","university of victoria","1","1"
"University of Victoria British Columbia","Canada","Canada","Match","university of victoria british columbia","1","1"
"University of Vienna","Austria","Austria","Match","university of vienna","1","1"
"University of Virginia","United States of America","United States of America","Match","university of virginia","1","1"
"University of Waikato","New Zealand","New Zealand","Match","university of waikato","1","1"
"University of Wales Trinity Saint David (Swansea Metropolitan University)","United States of America","United States of America","Match","university of wales trinity saint david swansea metropolitan university","1","1"
"University of Warmia and Mazury","United States of America","United States of America","Match","university of warmia and mazury","1","1"
"University of Warsaw","Poland","Poland","Match","university of warsaw","1","1"
"University of Warwick","United Kingdom","United Kingdom","Match","university of warwick","1","1"
"University of Washington","United States of America","United States of America","Match","university of washington","1","1"
"University of Washington- Seattle","United States of America","United States of America","Match","university of washington seattle","1","1"
"University of Washington-Bothell Campus","United States of America","United States of America","Match","university of washington bothell campus","1","1"
"University of Washington-Tacoma Campus","United States of America","United States of America","Match","university of washington tacoma campus","1","1"
"University of Waterloo","Canada","Canada","Match","university of waterloo","1","1"
"University of West Attica","United States of America","United States of America","Match","university of west attica","1","1"
"University of West Bohemia","United States of America","United States of America","Match","university of west bohemia","1","1"
"University of West Florida","United States of America","United States of America","Match","university of west florida","1","1"
"University of West Georgia","United States of America","United States of America","Match","university of west georgia","1","1"
"University of West London (Thames Valley University)","United Kingdom","United Kingdom","Match","university of west london thames valley university","1","1"
"University of Western Australia","Australia","Australia","Match","university of western australia","1","1"
"University of Western Macedonia","United States of America","United States of America","Match","university of western macedonia","1","1"
"University of Westminster","United Kingdom","United Kingdom","Match","university of westminster","1","1"
"University of Winchester","United States of America","United States of America","Match","university of winchester","1","1"
"University of Windsor","Canada","Canada","Match","university of windsor","1","1"
"University of Winnipeg","United States of America","United States of America","Match","university of winnipeg","1","1"
"University of Wisconsin Eau Claire","United States of America","United States of America","Match","university of wisconsin eau claire","1","1"
"University of Wisconsin Green Bay","United States of America","United States of America","Match","university of wisconsin green bay","1","1"
"University of Wisconsin la Crosse","United States of America","United States of America","Match","university of wisconsin la crosse","1","1"
"University of Wisconsin Milwaukee","United States of America","United States of America","Match","university of wisconsin milwaukee","1","1"
"University of Wisconsin Oshkosh","United States of America","United States of America","Match","university of wisconsin oshkosh","1","1"
"University of Wisconsin Stevens Point","United States of America","United States of America","Match","university of wisconsin stevens point","1","1"
"University of Wisconsin Whitewater","United States of America","United States of America","Match","university of wisconsin whitewater","1","1"
"University of Wisconsin-Madison","United States of America","United States of America","Match","university of wisconsin madison","1","1"
"University of Wollongong","Australia","Australia","Match","university of wollongong","1","1"
"University of Wolverhampton","United States of America","United States of America","Match","university of wolverhampton","1","1"
"University of Wroclaw","Poland","Poland","Match","university of wroclaw","1","1"
"University of Wuppertal","Germany","Germany","Match","university of wuppertal","1","1"
"University of Wyoming","United States of America","United States of America","Match","university of wyoming","1","1"
"University of Yamanashi","United States of America","United States of America","Match","university of yamanashi","1","1"
"University of York","United Kingdom","United Kingdom","Match","university of york","1","1"
"University of Zadar","United States of America","United States of America","Match","university of zadar","1","1"
"University of Zagreb","Croatia","Croatia","Match","university of zagreb","1","1"
"University of Zambia","United States of America","United States of America","Match","university of zambia","1","1"
"University of Zanjan","United States of America","United States of America","Match","university of zanjan","1","1"
"University of Zielona Gora","United States of America","United States of America","Match","university of zielona gora","1","1"
"University of Zilina","United States of America","United States of America","Match","university of zilina","1","1"
"University of Zimbabwe","United States of America","United States of America","Match","university of zimbabwe","1","1"
"University of Zululand","United States of America","United States of America","Match","university of zululand","1","1"
"University of Zurich","Switzerland","Switzerland","Match","university of zurich","1","1"
"University Paris 1 Pantheon-Sorbonne","France","France","Match","university paris 1 pantheon sorbonne","1","1"
"University Paris Cite","France","France","Match","university paris cite","1","1"
"University Paris Dauphine","United States of America","United States of America","Match","university paris dauphine","1","1"
"University Paris Saclay (comUE University Paris Saclay)","United States of America","United States of America","Match","university paris saclay comue university paris saclay","1","1"
"University Paris-Saclay","France","France","Match","university paris saclay","1","1"
"University Paul Sabatier Toulouse 3","France","France","Match","university paul sabatier toulouse 3","1","1"
"University Pierre et Marie Curie (UPMC)","France","France","Match","university pierre et marie curie upmc","1","1"
"University Politehnica of Bucharest","United States of America","United States of America","Match","university politehnica of bucharest","1","1"
"University PSL Paris","France","France","Match","university psl paris","1","1"
"University Saint Joseph de Beyrouth","United States of America","United States of America","Match","university saint joseph de beyrouth","1","1"
"University Sidi Mohammed Ben Abdellah Fes","United States of America","United States of America","Match","university sidi mohammed ben abdellah fes","1","1"
"University Stefan Cel Mare of Suceava","United States of America","United States of America","Match","university stefan cel mare of suceava","1","1"
"University Sultan Moulay Slimane Beni Mellal","United States of America","United States of America","Match","university sultan moulay slimane beni mellal","1","1"
"University Tubingen","Germany","Germany","Match","university tubingen","1","1"
"University West","United States of America","United States of America","Match","university west","1","1"
"University zu Koln","Germany","Germany","Match","university zu koln","1","1"
"Uppsala University","Sweden","Sweden","Match","uppsala university","1","1"
"Ural Federal University","Russian Federation","Russian Federation","Match","ural federal university","1","1"
"Urmia University","United States of America","United States of America","Match","urmia university","1","1"
"Usak University","United States of America","United States of America","Match","usak university","1","1"
"Uskudar University","United States of America","United States of America","Match","uskudar university","1","1"
"Utah College of Dental Hygiene","United States of America","United States of America","Match","utah college of dental hygiene","1","1"
"Utah State University","United States of America","United States of America","Match","utah state university","1","1"
"Utah Valley University","United States of America","United States of America","Match","utah valley university","1","1"
"Utrecht University","Netherlands","Netherlands","Match","utrecht university","1","1"
"Utsunomiya University","United States of America","United States of America","Match","utsunomiya university","1","1"
"UWE Bristol (University of the West of England)","United Kingdom","United Kingdom","Match","uwe bristol university of the west of england","1","1"
"V.N. Karazin Kharkiv National University","Ukraine","Ukraine","Match","v n karazin kharkiv national university","1","1"
"Valdosta State University","United States of America","United States of America","Match","valdosta state university","1","1"
"Valparaiso University","United States of America","United States of America","Match","valparaiso university","1","1"
"Vanderbilt University","United States of America","United States of America","Match","vanderbilt university","1","1"
"Vassar College","United States of America","United States of America","Match","vassar college","1","1"
"Vasyl Stefanyk Precarpathian National University","United States of America","United States of America","Match","vasyl stefanyk precarpathian national university","1","1"
"Veer Surendra Sai University of Technology (University College of Engineering Burla)","United States of America","United States of America","Match","veer surendra sai university of technology university college of engineering burla","1","1"
"Vel Tech Dr RR & Dr SR Technical University","United States of America","United States of America","Match","vel tech dr rr and dr sr technical university","1","1"
"Verona University","Italy","Italy","Match","verona university","1","1"
"Vet Agro Sup","United States of America","United States of America","Match","vet agro sup","1","1"
"Veterinarmedizinische Universitat Wien","United States of America","United States of America","Match","veterinarmedizinische universitat wien","1","1"
"Victoria University","Australia","Australia","Match","victoria university","1","1"
"Victoria University of Wellington","New Zealand","New Zealand","Match","victoria university of wellington","1","1"
"Vidyasagar University","United States of America","United States of America","Match","vidyasagar university","1","1"
"Vienna University of Technology","Austria","Austria","Match","vienna university of technology","1","1"
"Vietnam National University - Ho Chi Minh City (VNU-HCM)","Vietnam","Vietnam","Match","vietnam national university ho chi minh city vnu hcm","1","1"
"Vietnam National University Ho Chi Minh City","United States of America","United States of America","Match","vietnam national university ho chi minh city","1","1"
"Villanova University","United States of America","United States of America","Match","villanova university","1","1"
"Vilnius Gediminas Technical University","Lithuania","Lithuania","Match","vilnius gediminas technical university","1","1"
"Vilnius University","Lithuania","Lithuania","Match","vilnius university","1","1"
"Virginia Commonwealth University","United States of America","United States of America","Match","virginia commonwealth university","1","1"
"Virginia Polytechnic Institute and State University","United States of America","United States of America","Match","virginia polytechnic institute and state university","1","1"
"Visvesvaraya National Institute of Technology","United States of America","United States of America","Match","visvesvaraya national institute of technology","1","1"
"Visveswaraiah Technological University","United States of America","United States of America","Match","visveswaraiah technological university","1","1"
"VIT University Vellore","United States of America","United States of America","Match","vit university vellore","1","1"
"VNUHCM International University","United States of America","United States of America","Match","vnuhcm international university","1","1"
"VNUHCM University of Technology","United States of America","United States of America","Match","vnuhcm university of technology","1","1"
"Volgograd State University","United States of America","United States of America","Match","volgograd state university","1","1"
"Voronezh State University","United States of America","United States of America","Match","voronezh state university","1","1"
"Vrije Universiteit Amsterdam","Netherlands","Netherlands","Match","vrije universiteit amsterdam","1","1"
"Vrije Universiteit Brussel (VUB)","Belgium","Belgium","Match","vrije universiteit brussel vub","1","1"
"VU University of Amsterdam","Netherlands","Netherlands","Match","vu university of amsterdam","1","1"
"Vytautas Magnus University","Lithuania","Lithuania","Match","vytautas magnus university","1","1"
"Wageningen University & Research","Netherlands","Netherlands","Match","wageningen university and research","1","1"
"Wakayama Medical College","United States of America","United States of America","Match","wakayama medical college","1","1"
"Wake Forest University","United States of America","United States of America","Match","wake forest university","1","1"
"Walailak University","United States of America","United States of America","Match","walailak university","1","1"
"Walden University (National Technological University)","United States of America","United States of America","Match","walden university national technological university","1","1"
"Warsaw School of Economics","United States of America","United States of America","Match","warsaw school of economics","1","1"
"Warsaw University of Life Sciences (Agricultural University)","United States of America","United States of America","Match","warsaw university of life sciences agricultural university","1","1"
"Warsaw University of Technology","Poland","Poland","Match","warsaw university of technology","1","1"
"Waseda University","Japan","Japan","Match","waseda university","1","1"
"Washington & Lee University","United States of America","United States of America","Match","washington and lee university","1","1"
"Washington State University","United States of America","United States of America","Match","washington state university","1","1"
"Washington University in St. Louis","United States of America","United States of America","Match","washington university in st louis","1","1"
"Wayne State University","United States of America","United States of America","Match","wayne state university","1","1"
"Weber State University","United States of America","United States of America","Match","weber state university","1","1"
"Webster University","United States of America","United States of America","Match","webster university","1","1"
"Weill Medical College Cornell University","United States of America","United States of America","Match","weill medical college cornell university","1","1"
"Weizmann Institute of Science","United States of America","United States of America","Match","weizmann institute of science","1","1"
"Wellesley College","United States of America","United States of America","Match","wellesley college","1","1"
"Wenzhou Medical University","United States of America","United States of America","Match","wenzhou medical university","1","1"
"Wenzhou University","United States of America","United States of America","Match","wenzhou university","1","1"
"Wesleyan University","United States of America","United States of America","Match","wesleyan university","1","1"
"West Chester University of Pennsylvania","United States of America","United States of America","Match","west chester university of pennsylvania","1","1"
"West Pomeranian University of Technology","United States of America","United States of America","Match","west pomeranian university of technology","1","1"
"West University of Timisoara","United States of America","United States of America","Match","west university of timisoara","1","1"
"West Virginia University","United States of America","United States of America","Match","west virginia university","1","1"
"Western Carolina University","United States of America","United States of America","Match","western carolina university","1","1"
"Western Illinois University","United States of America","United States of America","Match","western illinois university","1","1"
"Western Kentucky University","United States of America","United States of America","Match","western kentucky university","1","1"
"Western Michigan University","United States of America","United States of America","Match","western michigan university","1","1"
"Western New England University","United States of America","United States of America","Match","western new england university","1","1"
"Western Norway University of Applied Sciences","United States of America","United States of America","Match","western norway university of applied sciences","1","1"
"Western Sydney University","Australia","Australia","Match","western sydney university","1","1"
"Western University","Canada","Canada","Match","western university","1","1"
"Western University of Health Sciences","United States of America","United States of America","Match","western university of health sciences","1","1"
"Western Washington University","United States of America","United States of America","Match","western washington university","1","1"
"Westlake University","United States of America","United States of America","Match","westlake university","1","1"
"Wheaton College Illinois","United States of America","United States of America","Match","wheaton college illinois","1","1"
"Whitman College","United States of America","United States of America","Match","whitman college","1","1"
"Whitworth University","United States of America","United States of America","Match","whitworth university","1","1"
"Wichita State University","United States of America","United States of America","Match","wichita state university","1","1"
"Widener University","United States of America","United States of America","Match","widener university","1","1"
"Widener University - Main Campus","United States of America","United States of America","Match","widener university main campus","1","1"
"Wilfrid Laurier University","Canada","Canada","Match","wilfrid laurier university","1","1"
"Wilkes University","United States of America","United States of America","Match","wilkes university","1","1"
"Willamette University","United States of America","United States of America","Match","willamette university","1","1"
"William Jessup University","United States of America","United States of America","Match","william jessup university","1","1"
"William Paterson University of New Jersey","United States of America","United States of America","Match","william paterson university of new jersey","1","1"
"Williams College","United States of America","United States of America","Match","williams college","1","1"
"Wirtschaftsuniversitat Wien","United States of America","United States of America","Match","wirtschaftsuniversitat wien","1","1"
"Wonkwang University","United States of America","United States of America","Match","wonkwang university","1","1"
"Worcester Polytechnic Institute","United States of America","United States of America","Match","worcester polytechnic institute","1","1"
"Wright State University","United States of America","United States of America","Match","wright state university","1","1"
"Wroclaw University of Economics","United States of America","United States of America","Match","wroclaw university of economics","1","1"
"Wrocław University of Environmental and Life Sciences (Agricultural University)","United States of America","United States of America","Match","wroc aw university of environmental and life sciences agricultural university","1","1"
"Wrocław University of Science and Technology (Wrocław University of Technology)","United States of America","United States of America","Match","wroc aw university of science and technology wroc aw university of technology","1","1"
"Wroclaw University of Science and Technology (WUST)","Poland","Poland","Match","wroclaw university of science and technology wust","1","1"
"Wuhan Institute of Technology (Institute of Chemical Technology)","China","China","Match","wuhan institute of technology institute of chemical technology","1","1"
"Wuhan Polytechnic University","China","China","Match","wuhan polytechnic university","1","1"
"Wuhan Textile University","China","China","Match","wuhan textile university","1","1"
"Wuhan University","China","China","Match","wuhan university","1","1"
"Wuhan University of Science & Technology","China","China","Match","wuhan university of science and technology","1","1"
"Wuhan University of Technology","China","China","Match","wuhan university of technology","1","1"
"Xavier University of Cincinnati","United States of America","United States of America","Match","xavier university of cincinnati","1","1"
"Xiamen University","China","China","Match","xiamen university","1","1"
"Xiamen University of Technology (Lujiang University)","United States of America","United States of America","Match","xiamen university of technology lujiang university","1","1"
"XiAn Jiaotong-Liverpool University","United Kingdom","United Kingdom","Match","xian jiaotong liverpool university","1","1"
"XiAn Polytechnic University","United States of America","United States of America","Match","xian polytechnic university","1","1"
"XiAn Shiyou University","United States of America","United States of America","Match","xian shiyou university","1","1"
"XiAn Technological University","United States of America","United States of America","Match","xian technological university","1","1"
"XiAn University of Architecture & Technology","United States of America","United States of America","Match","xian university of architecture and technology","1","1"
"XiAn University of Science & Technology","United States of America","United States of America","Match","xian university of science and technology","1","1"
"XiAn University of Technology","United States of America","United States of America","Match","xian university of technology","1","1"
"Xiangtan University","United States of America","United States of America","Match","xiangtan university","1","1"
"Xidian University","United States of America","United States of America","Match","xidian university","1","1"
"Xihua University","United States of America","United States of America","Match","xihua university","1","1"
"Xinjiang Medical University","United States of America","United States of America","Match","xinjiang medical university","1","1"
"Xinjiang University","United States of America","United States of America","Match","xinjiang university","1","1"
"Xinxiang Medical University","United States of America","United States of America","Match","xinxiang medical university","1","1"
"Yale University","United States of America","United States of America","Match","yale university","1","1"
"Yamagata University","United States of America","United States of America","Match","yamagata university","1","1"
"Yamaguchi University","United States of America","United States of America","Match","yamaguchi university","1","1"
"Yanbian University","United States of America","United States of America","Match","yanbian university","1","1"
"Yangtze University","United States of America","United States of America","Match","yangtze university","1","1"
"Yangzhou University","United States of America","United States of America","Match","yangzhou university","1","1"
"Yanshan University","United States of America","United States of America","Match","yanshan university","1","1"
"Yantai University","United States of America","United States of America","Match","yantai university","1","1"
"Yarmouk University","Jordan","Jordan","Match","yarmouk university","1","1"
"Yasar University","United States of America","United States of America","Match","yasar university","1","1"
"Yeditepe University","United States of America","United States of America","Match","yeditepe university","1","1"
"Yerevan State University","United States of America","United States of America","Match","yerevan state university","1","1"
"Yeshiva University","United States of America","United States of America","Match","yeshiva university","1","1"
"Yeungnam University","South Korea","South Korea","Match","yeungnam university","1","1"
"Yıldırım Beyazıt University","United States of America","United States of America","Match","y ld r m beyaz t university","1","1"
"Yildiz Technical University","Turkiye","Turkiye","Match","yildiz technical university","1","1"
"Yokohama City University","United States of America","United States of America","Match","yokohama city university","1","1"
"Yokohama National University","United States of America","United States of America","Match","yokohama national university","1","1"
"Yonsei University","South Korea","South Korea","Match","yonsei university","1","1"
"York Saint John University","United States of America","United States of America","Match","york saint john university","1","1"
"York University","Canada","Canada","Match","york university","1","1"
"Youngstown State University","United States of America","United States of America","Match","youngstown state university","1","1"
"Yuan Ze University","United States of America","United States of America","Match","yuan ze university","1","1"
"Yunnan Agricultural University","United States of America","United States of America","Match","yunnan agricultural university","1","1"
"Yunnan Normal University","United States of America","United States of America","Match","yunnan normal university","1","1"
"Yunnan University","United States of America","United States of America","Match","yunnan university","1","1"
"Yuzuncu Yil University","United States of America","United States of America","Match","yuzuncu yil university","1","1"
"Zagazig University","United States of America","United States of America","Match","zagazig university","1","1"
"Zanjan University of Medical Sciences","United States of America","United States of America","Match","zanjan university of medical sciences","1","1"
"Zayed University","United Arab Emirates","United Arab Emirates","Match","zayed university","1","1"
"Zhejiang A & F University","China","China","Match","zhejiang a and f university","1","1"
"Zhejiang Chinese Medical University","China","China","Match","zhejiang chinese medical university","1","1"
"Zhejiang Gongshang University","China","China","Match","zhejiang gongshang university","1","1"
"Zhejiang Normal University","China","China","Match","zhejiang normal university","1","1"
"Zhejiang Ocean University","China","China","Match","zhejiang ocean university","1","1"
"Zhejiang SCI-TECH University","China","China","Match","zhejiang sci tech university","1","1"
"Zhejiang University","China","China","Match","zhejiang university","1","1"
"Zhejiang University of Finance & Economics","China","China","Match","zhejiang university of finance and economics","1","1"
"Zhejiang University of Science & Technology","China","China","Match","zhejiang university of science and technology","1","1"
"Zhejiang University of Technology","China","China","Match","zhejiang university of technology","1","1"
"Zhengzhou University","China","China","Match","zhengzhou university","1","1"
"Zhengzhou University of Light Industry","United States of America","United States of America","Match","zhengzhou university of light industry","1","1"
